Country,Subnational region,Module,Indicator,Configuration,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male,0.02231,0.02204,0.02179,0.02157,0.02135,0.02114,0.02092,0.02071,0.02049,0.02026,0.02003,0.01981,0.0196
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male,0.02431,0.02403,0.02377,0.02352,0.02329,0.02306,0.02283,0.0226,0.02236,0.02212,0.02188,0.02165,0.02142
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male,0.02653,0.02623,0.02596,0.02569,0.02544,0.02519,0.02494,0.02469,0.02444,0.02419,0.02394,0.02369,0.02344
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male,0.02896,0.02865,0.02836,0.02808,0.0278,0.02753,0.02726,0.02699,0.02672,0.02646,0.0262,0.02594,0.02568
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male,0.03161,0.03129,0.03098,0.03068,0.03038,0.03008,0.02979,0.0295,0.02922,0.02894,0.02867,0.0284,0.02812
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male,0.03447,0.03414,0.03381,0.03349,0.03317,0.03285,0.03254,0.03223,0.03194,0.03165,0.03136,0.03107,0.03077
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male,0.03758,0.03723,0.03688,0.03655,0.03621,0.03588,0.03555,0.03523,0.03491,0.03461,0.0343,0.03399,0.03367
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male,0.04099,0.04061,0.04025,0.03989,0.03954,0.03919,0.03885,0.0385,0.03817,0.03784,0.03752,0.03719,0.03684
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male,0.04469,0.04429,0.0439,0.04352,0.04315,0.04279,0.04243,0.04207,0.04171,0.04136,0.04101,0.04066,0.04029
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male,0.04867,0.04824,0.04783,0.04743,0.04705,0.04667,0.0463,0.04592,0.04554,0.04517,0.04479,0.04441,0.04402
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male,0.05299,0.05253,0.0521,0.05168,0.05127,0.05087,0.05048,0.05008,0.04968,0.04928,0.04888,0.04847,0.04805
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male,0.05769,0.05721,0.05674,0.05629,0.05586,0.05543,0.05501,0.05458,0.05415,0.05372,0.0533,0.05286,0.05242
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male,0.06279,0.06228,0.06178,0.0613,0.06083,0.06037,0.05991,0.05946,0.059,0.05854,0.05809,0.05763,0.05716
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male,0.06831,0.06777,0.06724,0.06672,0.06621,0.06572,0.06522,0.06473,0.06424,0.06375,0.06326,0.06278,0.06229
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male,0.07427,0.07369,0.07312,0.07256,0.07202,0.07148,0.07095,0.07042,0.0699,0.06938,0.06886,0.06835,0.06783
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male,0.08067,0.08006,0.07945,0.07886,0.07828,0.0777,0.07713,0.07657,0.076,0.07545,0.0749,0.07436,0.07382
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male,0.08757,0.08693,0.08629,0.08565,0.08502,0.08441,0.0838,0.0832,0.0826,0.08201,0.08143,0.08085,0.08029
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male,0.25973,0.25861,0.25736,0.25618,0.25516,0.25417,0.25309,0.25194,0.25102,0.2504,0.2499,0.24925,0.24849
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Female,0.01929,0.01881,0.01834,0.01788,0.01742,0.01698,0.01654,0.01612,0.01571,0.01531,0.01493,0.01455,0.01418
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Female,0.00462,0.00445,0.00429,0.00412,0.00396,0.00381,0.00367,0.00353,0.00339,0.00325,0.00311,0.003,0.00292
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Female,0.00268,0.00259,0.0025,0.00241,0.00233,0.00225,0.00217,0.00209,0.00201,0.00192,0.00183,0.00177,0.00175
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Female,0.00098,0.00095,0.00092,0.00088,0.00085,0.00082,0.00079,0.00076,0.00073,0.00069,0.00066,0.00064,0.00063
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Female,0.00067,0.00065,0.00063,0.0006,0.00058,0.00057,0.00055,0.00053,0.00051,0.00048,0.00046,0.00045,0.00044
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Female,0.00057,0.00055,0.00053,0.00052,0.0005,0.00049,0.00047,0.00046,0.00044,0.00042,0.00041,0.00039,0.00039
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Female,0.00053,0.00052,0.0005,0.00049,0.00048,0.00046,0.00045,0.00044,0.00043,0.00041,0.0004,0.00039,0.00038
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Female,0.00052,0.00051,0.0005,0.00048,0.00047,0.00046,0.00045,0.00044,0.00043,0.00041,0.0004,0.00039,0.00038
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Female,0.00051,0.00049,0.00048,0.00047,0.00046,0.00045,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Female,0.00049,0.00047,0.00046,0.00045,0.00044,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00036
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Female,0.00047,0.00046,0.00044,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00035,0.00034
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Female,0.00046,0.00044,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00035,0.00034,0.00033
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Female,0.00045,0.00044,0.00043,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00035,0.00034,0.00034,0.00033
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Female,0.00046,0.00045,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00035,0.00034,0.00033
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Female,0.00048,0.00047,0.00046,0.00044,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038,0.00037,0.00036,0.00035
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Female,0.00052,0.00051,0.0005,0.00048,0.00047,0.00046,0.00045,0.00043,0.00042,0.00041,0.0004,0.00039,0.00038
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Female,0.00058,0.00056,0.00055,0.00053,0.00052,0.00051,0.00049,0.00048,0.00047,0.00046,0.00044,0.00043,0.00042
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Female,0.00063,0.00061,0.0006,0.00058,0.00057,0.00055,0.00054,0.00053,0.00051,0.0005,0.00049,0.00047,0.00046
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Female,0.00068,0.00066,0.00064,0.00063,0.00061,0.0006,0.00058,0.00057,0.00055,0.00054,0.00052,0.00051,0.0005
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Female,0.00072,0.0007,0.00069,0.00067,0.00065,0.00064,0.00062,0.00061,0.00059,0.00058,0.00056,0.00055,0.00053
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Female,0.00077,0.00075,0.00073,0.00071,0.0007,0.00068,0.00067,0.00065,0.00063,0.00062,0.0006,0.00059,0.00057
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Female,0.00082,0.0008,0.00078,0.00076,0.00074,0.00073,0.00071,0.00069,0.00068,0.00066,0.00064,0.00063,0.00061
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Female,0.00087,0.00085,0.00082,0.0008,0.00079,0.00077,0.00075,0.00073,0.00072,0.0007,0.00068,0.00067,0.00065
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Female,0.00092,0.00089,0.00087,0.00085,0.00083,0.00081,0.00079,0.00077,0.00076,0.00074,0.00072,0.00071,0.00069
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Female,0.00096,0.00094,0.00091,0.00089,0.00087,0.00085,0.00083,0.00081,0.00079,0.00077,0.00076,0.00074,0.00072
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Female,0.00101,0.00098,0.00096,0.00093,0.00091,0.00089,0.00087,0.00085,0.00083,0.00081,0.00079,0.00077,0.00076
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Female,0.00105,0.00103,0.001,0.00097,0.00095,0.00092,0.0009,0.00088,0.00086,0.00084,0.00082,0.00081,0.00079
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Female,0.0011,0.00107,0.00104,0.00102,0.00099,0.00096,0.00094,0.00092,0.0009,0.00088,0.00086,0.00084,0.00082
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Female,0.00115,0.00112,0.00109,0.00106,0.00104,0.00101,0.00098,0.00096,0.00094,0.00092,0.0009,0.00088,0.00086
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Female,0.0012,0.00117,0.00114,0.00111,0.00109,0.00106,0.00103,0.001,0.00098,0.00096,0.00094,0.00092,0.0009
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Female,0.00125,0.00122,0.0012,0.00117,0.00114,0.00111,0.00108,0.00105,0.00103,0.001,0.00098,0.00096,0.00094
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Female,0.00131,0.00128,0.00125,0.00122,0.00119,0.00116,0.00113,0.00111,0.00108,0.00105,0.00103,0.001,0.00098
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Female,0.00137,0.00134,0.00131,0.00128,0.00125,0.00122,0.00119,0.00116,0.00114,0.00111,0.00108,0.00105,0.00103
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Female,0.00144,0.00141,0.00138,0.00134,0.00131,0.00128,0.00125,0.00123,0.0012,0.00117,0.00114,0.00111,0.00108
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Female,0.00151,0.00148,0.00145,0.00142,0.00138,0.00135,0.00132,0.00129,0.00126,0.00123,0.0012,0.00117,0.00114
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Female,0.00159,0.00156,0.00152,0.00149,0.00146,0.00143,0.00139,0.00136,0.00133,0.0013,0.00127,0.00124,0.00121
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Female,0.00168,0.00164,0.00161,0.00157,0.00154,0.00151,0.00147,0.00144,0.00141,0.00138,0.00135,0.00132,0.00129
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Female,0.00177,0.00174,0.0017,0.00166,0.00163,0.00159,0.00156,0.00153,0.00149,0.00146,0.00143,0.0014,0.00137
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Female,0.00188,0.00184,0.0018,0.00176,0.00173,0.00169,0.00166,0.00162,0.00159,0.00156,0.00152,0.00149,0.00146
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Female,0.002,0.00196,0.00192,0.00188,0.00184,0.0018,0.00176,0.00173,0.00169,0.00166,0.00163,0.00159,0.00156
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Female,0.00213,0.00209,0.00204,0.002,0.00196,0.00192,0.00188,0.00184,0.00181,0.00177,0.00174,0.0017,0.00167
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Female,0.00227,0.00223,0.00218,0.00214,0.0021,0.00205,0.00201,0.00197,0.00193,0.0019,0.00186,0.00183,0.00179
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Female,0.00243,0.00238,0.00234,0.00229,0.00225,0.0022,0.00216,0.00211,0.00207,0.00204,0.002,0.00196,0.00193
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Female,0.0026,0.00256,0.00251,0.00246,0.00241,0.00236,0.00232,0.00227,0.00223,0.00219,0.00215,0.00211,0.00208
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Female,0.0028,0.00275,0.0027,0.00265,0.0026,0.00255,0.0025,0.00245,0.00241,0.00236,0.00232,0.00228,0.00224
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Female,0.00301,0.00296,0.00291,0.00286,0.0028,0.00275,0.0027,0.00265,0.00261,0.00256,0.00252,0.00247,0.00243
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Female,0.00324,0.00319,0.00314,0.00308,0.00303,0.00298,0.00293,0.00288,0.00283,0.00278,0.00273,0.00268,0.00264
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Female,0.0035,0.00345,0.00339,0.00334,0.00328,0.00323,0.00317,0.00312,0.00307,0.00301,0.00296,0.00291,0.00286
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Female,0.00378,0.00372,0.00367,0.00361,0.00355,0.0035,0.00344,0.00339,0.00333,0.00327,0.00322,0.00316,0.00311
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Female,0.00409,0.00403,0.00397,0.00391,0.00385,0.00379,0.00373,0.00367,0.00362,0.00356,0.0035,0.00344,0.00338
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Female,0.00444,0.00437,0.0043,0.00424,0.00417,0.00411,0.00405,0.00399,0.00393,0.00387,0.00381,0.00375,0.00369
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Female,0.00481,0.00474,0.00466,0.0046,0.00453,0.00447,0.0044,0.00434,0.00428,0.00421,0.00415,0.00408,0.00402
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Female,0.00522,0.00514,0.00506,0.00499,0.00492,0.00485,0.00478,0.00472,0.00465,0.00458,0.00451,0.00445,0.00438
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Female,0.00567,0.00558,0.0055,0.00541,0.00534,0.00527,0.00519,0.00512,0.00505,0.00498,0.00491,0.00484,0.00477
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Female,0.00616,0.00606,0.00596,0.00588,0.00579,0.00571,0.00564,0.00556,0.00548,0.00541,0.00533,0.00526,0.00519
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Female,0.00668,0.00658,0.00648,0.00638,0.00629,0.0062,0.00611,0.00603,0.00595,0.00587,0.00579,0.00572,0.00564
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Female,0.00727,0.00715,0.00704,0.00693,0.00683,0.00673,0.00664,0.00655,0.00646,0.00637,0.00629,0.00621,0.00613
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Female,0.00791,0.00778,0.00766,0.00755,0.00743,0.00732,0.00722,0.00712,0.00702,0.00693,0.00685,0.00676,0.00668
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Female,0.00862,0.00848,0.00835,0.00823,0.0081,0.00798,0.00786,0.00775,0.00765,0.00755,0.00746,0.00737,0.00728
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Female,0.00941,0.00926,0.00912,0.00898,0.00884,0.00871,0.00858,0.00846,0.00835,0.00824,0.00814,0.00804,0.00794
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Female,0.01028,0.01011,0.00996,0.00981,0.00966,0.00952,0.00938,0.00925,0.00913,0.009,0.00889,0.00878,0.00867
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Female,0.01125,0.01107,0.0109,0.01074,0.01058,0.01043,0.01028,0.01014,0.01,0.00986,0.00973,0.0096,0.00949
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Female,0.01234,0.01215,0.01197,0.01179,0.01162,0.01146,0.01129,0.01114,0.01098,0.01083,0.01068,0.01054,0.01042
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Female,0.01359,0.01339,0.01319,0.013,0.01281,0.01263,0.01246,0.01229,0.01212,0.01195,0.01179,0.01163,0.01149
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Female,0.01503,0.01481,0.0146,0.01439,0.01419,0.014,0.01381,0.01362,0.01343,0.01325,0.01307,0.0129,0.01275
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Female,0.01667,0.01643,0.01621,0.01599,0.01577,0.01556,0.01535,0.01515,0.01495,0.01475,0.01456,0.01437,0.0142
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Female,0.0185,0.01826,0.01802,0.01779,0.01756,0.01733,0.0171,0.01688,0.01666,0.01645,0.01624,0.01603,0.01584
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Female,0.02052,0.02027,0.02002,0.01977,0.01952,0.01927,0.01903,0.01879,0.01856,0.01833,0.0181,0.01788,0.01766
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Female,0.02272,0.02246,0.02219,0.02193,0.02166,0.0214,0.02114,0.02089,0.02064,0.02039,0.02014,0.0199,0.01966
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Female,0.02514,0.02486,0.02458,0.0243,0.02402,0.02374,0.02347,0.0232,0.02294,0.02267,0.02241,0.02215,0.02189
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Female,0.02781,0.0275,0.0272,0.02691,0.02662,0.02633,0.02605,0.02576,0.02548,0.02521,0.02493,0.02466,0.02437
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Female,0.03073,0.03041,0.03009,0.02978,0.02948,0.02918,0.02888,0.02858,0.02829,0.028,0.02771,0.02741,0.02711
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Female,0.03392,0.03358,0.03324,0.03291,0.0326,0.03228,0.03197,0.03165,0.03134,0.03104,0.03073,0.03042,0.03009
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Female,0.03739,0.03703,0.03667,0.03632,0.03598,0.03564,0.03531,0.03498,0.03464,0.03432,0.03399,0.03365,0.03331
SEARB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Female,0.04119,0.04079,0.0404,0.04003,0.03965,0.03929,0.03893,0.03856,0.03821,0.03786,0.0375,0.03714,0.03677
